t,E_left,E_right,E_exact_left,E_exact_right
0,8.575,8.575,0,0
6.62207e-06,8.575,8.575,0,0
1.32441e-05,8.67744,8.575,0,0
1.98662e-05,8.78122,8.575,0,0
2.64883e-05,8.88515,8.575,0,0
3.31104e-05,8.98858,8.575,0,0
3.97324e-05,9.09175,8.575,0,0
4.63545e-05,9.19409,8.575,0,0
5.29766e-05,9.2958,8.575,0,0
5.95987e-05,9.39634,8.575,0,0
6.62207e-05,9.49588,8.575,0,0
7.28428e-05,9.59392,8.575,0,0
7.94649e-05,9.69061,8.575,0,0
8.6087e-05,9.78546,8.575,0,0
9.2709e-05,9.87863,8.575,0,0
9.93311e-05,9.96965,8.575,0,0
0.000105953,10.0586,8.575,0,0
0.000112575,10.1452,8.575,0,0
0.000119197,10.2294,8.575,0,0
0.000125819,10.3109,8.575,0,0
0.000132441,10.3897,8.575,0,0
0.000139064,10.4655,8.575,0,0
0.000145686,10.5385,8.575,0,0
0.000152308,10.6081,8.575,0,0
0.00015893,10.6746,8.575,0,0
0.000165552,10.7376,8.575,0,0
0.000172174,10.7972,8.575,0,0
0.000178796,10.8531,8.575,0,0
0.000185418,10.9054,8.575,0,0
0.00019204,10.9538,8.575,0,0
0.000198662,10.9984,8.575,0,0
0.000205284,11.039,8.575,0,0
0.000211906,11.0756,8.575,0,0
0.000218528,11.108,8.575,0,0
0.000225151,11.1364,8.575,0,0
0.000231773,11.1605,8.575,0,0
0.000238395,11.1804,8.575,0,0
0.000245017,11.196,8.575,0,0
0.000251639,11.2073,8.575,0,0
0.000258261,11.2142,8.575,0,0
0.000264883,11.2168,8.575,0,0
0.000271505,11.2151,8.575,0,0
0.000278127,11.209,8.575,0,0
0.000284749,11.1985,8.575,0,0
0.000291371,11.1838,8.575,0,0
0.000297993,11.1647,8.575,0,0
0.000304615,11.1414,8.575,0,0
0.000311237,11.1138,8.575,0,0
0.00031786,11.082,8.575,0,0
0.000324482,11.0461,8.575,0,0
0.000331104,11.0061,8.575,0,0
0.000337726,10.9622,8.575,0,0
0.000344348,10.9143,8.575,0,0
0.00035097,10.8625,8.575,0,0
0.000357592,10.807,8.575,0,0
0.000364214,10.7478,8.575,0,0
0.000370836,10.6851,8.575,0,0
0.000377458,10.6189,8.575,0,0
0.00038408,10.5494,8.575,0,0
0.000390702,10.4766,8.575,0,0
0.000397324,10.4008,8.575,0,0
0.000403946,10.322,8.575,0,0
0.000410569,10.2403,8.575,0,0
0.000417191,10.156,8.575,0,0
